gene_id	gene_name	ensembl_gene_id	gene_biotype	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	contrast	source_accession	source_tissue	source_groups
ARPC5	ARPC5	ENSGALG00000020927	protein_coding	3100.9457379237	0.0749467601937812	0.0439258030429009	1.70621263589838	0.087968496954673	0.199129829379304	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
CDC27	CDC27	ENSGALG00000000596	protein_coding	3099.40399221186	0.128026814094946	0.041890903582521	3.05619605083823	0.00224164629901308	0.00939988723342561	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
SEMA5B	SEMA5B	ENSGALG00000011686	protein_coding	3099.15886373455	0.258443445807256	0.0878005664260945	2.94352822911226	0.00324494228470618	0.012984976519841	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
NR2F1	NR2F1	ENSGALG00000027907	protein_coding	3095.88825391292	-0.696444514193409	0.0785906779575617	-8.86166823207052	7.88258847890134e-19	2.55270096287983e-17	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
BUB1B	BUB1B	ENSGALG00000036892	protein_coding	3095.67776998023	0.705232356593508	0.0549195407375956	12.8411918075407	9.63792110863612e-38	1.19311995000882e-35	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
COPB1	COPB1	ENSGALG00000006015	protein_coding	3095.61924491712	0.115863310943377	0.0546269628023721	2.12099126511104	0.033922537503344	0.0937785701806889	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
HECTD1	HECTD1	ENSGALG00000009946	protein_coding	3094.76705310887	0.125452677695907	0.0523786957953585	2.39510884704052	0.0166154319670162	0.0521821176177646	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
FUBP3	FUBP3	ENSGALG00000003941	protein_coding	3094.48191095272	0.0697458176881451	0.0457126072460537	1.52574578196185	0.127073188021457	0.262554746320376	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
NDUFA10	NDUFA10	ENSGALG00000004302	protein_coding	3093.82223193781	0.03118671159481	0.0535242650741645	0.582664919389309	0.560118893324657	0.726041532970584	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ADAM10	ADAM10	ENSGALG00000004212	protein_coding	3092.88752408258	0.118088794345551	0.0642086792404488	1.83914068537887	0.0658944961875809	0.159748393188087	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
DIDO1	DIDO1	ENSGALG00000005652	protein_coding	3090.24055284173	0.0386752788213148	0.0580409593641801	0.666344582256908	0.50519087562916	0.681052391052412	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ZNF335	ZNF335	ENSGALG00000041370	protein_coding	3085.04109773551	-0.105758233899875	0.0398556604208199	-2.65353108650607	0.00796544330993725	0.0280637366822811	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ZSWIM5	ZSWIM5	ENSGALG00000010221	protein_coding	3083.10358765864	-0.340418544034489	0.049617241952976	-6.86089211401786	6.84318318533786e-12	1.1496416025031e-10	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ENSGALG00000030384	ENSGALG00000030384	ENSGALG00000030384	protein_coding	3078.11849343725	-0.385364288766765	0.0475134164635739	-8.11064152926582	5.03532005401756e-16	1.29252222857171e-14	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
SRF	SRF	ENSGALG00000032029	protein_coding	3076.56953579105	0.000594601405930799	0.0652769867149276	0.0091088978804658	0.992732251518681	0.996764225616067	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ENSGALG00000033919	ENSGALG00000033919	ENSGALG00000033919	pseudogene	3074.12922772275	-0.330917650404096	0.0786553204594267	-4.20718711043579	2.58569044320746e-05	0.000171218614135759	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
PHB2	PHB2	ENSGALG00000014567	protein_coding	3071.26177173269	0.13049024561174	0.0539379038193699	2.41926801695395	0.0155517768687512	0.0493467124602896	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ID3	ID3	ENSGALG00000035317	protein_coding	3069.29350043288	-0.4210633390833	0.0614136217850324	-6.8561880384967	7.07222749763369e-12	1.18697818241535e-10	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
RGMA	RGMA	ENSGALG00000039173	protein_coding	3069.10516894019	-0.0204331336101679	0.069386431582635	-0.294483130838531	0.768388751884814	0.87302126304429	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
NRDC	NRDC	ENSGALG00000010565	protein_coding	3068.17232371336	0.05769987193611	0.0548075623933378	1.05277208867665	0.292445460073811	0.478948724487556	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
SDCBP	SDCBP	ENSGALG00000015436	protein_coding	3067.10009570328	0.14484038864609	0.0502885072813609	2.88018866489152	0.00397437264049798	0.0154608144506112	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
HES6	HES6	ENSGALG00000048261	protein_coding	3050.70671541405	-0.800565584586794	0.084721992354247	-9.44932434118639	3.41024834800388e-21	1.34369943373381e-19	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
AKT2	AKT2	ENSGALG00000054458	protein_coding	3049.37990669483	-0.138871343331652	0.0493297492040532	-2.81516418737928	0.00487523191803592	0.0184153155441067	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
IGF1R	IGF1R	ENSGALG00000040651	protein_coding	3047.47423250653	0.0433752398358318	0.0896994368200919	0.483562008564541	0.628696742587293	0.778985757550494	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
PDPK1	PDPK1	ENSGALG00000006418	protein_coding	3041.95937136574	-0.115121980212627	0.0571380941031412	-2.01480259395453	0.0439253371573242	0.115556406945154	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
NECAP1	NECAP1	ENSGALG00000037656	protein_coding	3041.87064993772	-0.127702272870247	0.0433131935725	-2.94834581191737	0.00319479465762006	0.0128225202917356	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ELAVL1	ELAVL1	ENSGALG00000000726	protein_coding	3030.73503365038	0.205677317260261	0.0719571383603842	2.85833097239309	0.00425875932058364	0.0164030463164431	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
OTUB1	OTUB1	ENSGALG00000038229	protein_coding	3029.16134119603	0.00920527822885188	0.0597280742583045	0.15411978944846	0.877515284977502	0.935321266193858	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
MKX	MKX	ENSGALG00000007426	protein_coding	3024.55321893615	-0.117240702934276	0.224921513881664	-0.521251617557399	0.602191500448285	0.759648235912757	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
EIF3J	EIF3J	ENSGALG00000008187	protein_coding	3024.13930547875	0.0420120398062389	0.042571723193338	0.986853165784308	0.323714626694149	0.512822088615917	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
CNOT7	CNOT7	ENSGALG00000013649	protein_coding	3022.63343930916	0.118727113394334	0.0516955220687207	2.29666146395631	0.0216380893999751	0.0646734333007817	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
PSMA4	PSMA4	ENSGALG00000003046	protein_coding	3020.89997398768	-0.0938734134757298	0.049625902697742	-1.89162127785337	0.058541458811805	0.145540687018951	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
KTN1	KTN1	ENSGALG00000012137	protein_coding	3018.63298713702	0.0290853114432014	0.0501205720945538	0.580306852609966	0.561707707121755	0.727407537646102	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ENSGALG00000053318	ENSGALG00000053318	ENSGALG00000053318	protein_coding	3014.23759170953	-2.90989864437734	0.188738632309687	-15.4176101032814	1.24631846381962e-53	4.02860903443916e-51	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
GPATCH8	GPATCH8	ENSGALG00000041556	protein_coding	3009.80394942234	-0.213633375765041	0.0612704020468888	-3.48673043799439	0.000488963933008343	0.00244973175966149	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
GLI2	GLI2	ENSGALG00000011630	protein_coding	3009.37744512883	0.466591656363314	0.0729340312208244	6.39744778333453	1.57995483663471e-10	2.28883187420049e-09	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
TOX3	TOX3	ENSGALG00000034649	protein_coding	3009.34636687058	-0.342785338617674	0.0677422950931086	-5.06013766062297	4.18953893002353e-07	3.85698322909076e-06	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
GIT1	GIT1	ENSGALG00000023703	protein_coding	3005.78907855408	-0.209631204210124	0.0489513347078252	-4.28244102967459	1.84854131456224e-05	0.000126089443711152	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
RAB39B	RAB39B	ENSGALG00000040784	protein_coding	3003.44236296053	-0.0530277175558267	0.0524082881286894	-1.01181930280982	0.311624458872081	0.500118019626791	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
FTSJ3	FTSJ3	ENSGALG00000032993	protein_coding	3001.66406842032	0.106301423634767	0.0492981911222169	2.15629460665669	0.0310606681468216	0.0870084878678337	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
UQCRC2	UQCRC2	ENSGALG00000002490	protein_coding	3000.34033809337	-0.0440222015783776	0.0501859896085324	-0.877181100178866	0.380388279955357	0.571128017060557	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
INTS1	INTS1	ENSGALG00000004104	protein_coding	2996.89532236437	0.0607192263334747	0.0577881942939493	1.05072025653919	0.293387089737338	0.479950482789619	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
MCM3	MCM3	ENSGALG00000016676	protein_coding	2996.26967358894	0.284896236150947	0.0478444338551791	5.95463700152254	2.60649704970409e-09	3.34778557782081e-08	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
MTMR10	MTMR10	ENSGALG00000003883	protein_coding	2994.1468956639	-0.00823039161181274	0.0613413862274355	-0.134173550974165	0.893265340040971	0.943637211612774	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
RRP12	RRP12	ENSGALG00000041331	protein_coding	2992.26986399016	0.185432427149714	0.0462646384144715	4.00808119342636	6.12140766020118e-05	0.000377692367298733	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
UBE2D3	UBE2D3	ENSGALG00000012311	protein_coding	2990.46047475785	0.0554234980183313	0.070219498684811	0.789289286542853	0.429942946866544	0.616044503164958	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
PTGES3	PTGES3	ENSGALG00000036837	protein_coding	2989.25943692571	0.0445378086389073	0.0526154927289618	0.846477079827702	0.397286654792045	0.586341201573866	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
CAPZB	CAPZB	ENSGALG00000004034	protein_coding	2984.02204432075	0.0561328691170728	0.0446489041706683	1.25720597536969	0.208679060138625	0.376523981261081	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
RPL18A	RPL18A	ENSGALG00000049865	protein_coding	2982.10464912101	0.15265223008144	0.0931242636997987	1.63923153876996	0.101165047800735	0.221272832770212	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
PSIP1	PSIP1	ENSGALG00000015105	protein_coding	2981.65231826426	0.0633458192162456	0.0518503544162769	1.22170465234776	0.221819336317752	0.393761468059225	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
POLR2B	POLR2B	ENSGALG00000011387	protein_coding	2981.60585407925	0.06475152703993	0.0490042001954225	1.32134647196994	0.186385865295257	0.346471275689959	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ENSGALG00000042129	ENSGALG00000042129	ENSGALG00000042129	protein_coding	2978.22000810364	-0.0773550829036905	0.0566478509809104	-1.36554311530297	0.172082411552954	0.326950962627279	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
PES1	PES1	ENSGALG00000007778	protein_coding	2974.30757976943	0.0284072523603535	0.0418041133010696	0.679532469825802	0.496800541433483	0.674956724693211	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ND3	ND3	ENSGALG00000030436	protein_coding	2968.00550750235	0.164282892542886	0.102602891142651	1.60115266454315	0.109343110081691	0.234403182455856	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
SOBP	SOBP	ENSGALG00000043047	protein_coding	2967.70869273103	-0.217153304124702	0.0799169710058626	-2.71723641914271	0.00658295660015397	0.023854163889493	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
PRPF40A	PRPF40A	ENSGALG00000012526	protein_coding	2966.30140217502	0.0576431070467701	0.0486789480706941	1.18414857615776	0.236354254085399	0.412350175418355	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
SUMO1	SUMO1	ENSGALG00000008435	protein_coding	2965.14270316868	0.065615328604631	0.0457510509948335	1.43418188605199	0.151520364830411	0.297903578296331	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
IK	IK	ENSGALG00000037172	protein_coding	2962.43673393077	-0.206789385960595	0.0578268256146941	-3.57601137123544	0.00034887648267276	0.00181563476596691	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
SBNO1	SBNO1	ENSGALG00000003392	protein_coding	2957.95776797399	-0.0525921374397178	0.0441123089814342	-1.19223270452364	0.233170013110424	0.407854494884618	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
NF2	NF2	ENSGALG00000008073	protein_coding	2956.43243117658	-0.00891077021576364	0.0564353692280979	-0.157893362578146	0.874540828353424	0.933645881278838	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
CSNK1D	CSNK1D	ENSGALG00000002719	protein_coding	2954.58912637046	0.023582399630442	0.0425511487980533	0.554212995337999	0.579433085663868	0.74158704312841	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ENSGALG00000013809	ENSGALG00000013809	ENSGALG00000013809	protein_coding	2954.57114494491	-0.0307286332546359	0.0664716757101303	-0.462281609818855	0.643879385809813	0.788806476650077	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
MAPRE2	MAPRE2	ENSGALG00000015215	protein_coding	2954.19976777842	-0.363829070535418	0.0459894868252661	-7.91113568885346	2.55051350719401e-15	6.16609602050851e-14	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
UBE2O	UBE2O	ENSGALG00000001971	protein_coding	2953.91467051804	-0.114771782363226	0.0486102126459212	-2.36106316175221	0.0182226266740637	0.0562568002468662	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
CASK	CASK	ENSGALG00000042400	protein_coding	2951.95968074949	-0.163815446115735	0.0602925054045858	-2.71701175820229	0.00658742673841187	0.0238654075796968	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
CTTN	CTTN	ENSGALG00000007700	protein_coding	2951.91679538495	-0.116614343227986	0.0478202113296517	-2.43859949560025	0.0147442991946448	0.0471531224702318	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ENSGALG00000003605	ENSGALG00000003605	ENSGALG00000003605	protein_coding	2950.32014116723	-0.0106919305544636	0.06440232176677	-0.166017781054291	0.868142957095383	0.929316528645892	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
YWHAE	YWHAE	ENSGALG00000002661	protein_coding	2942.4933336596	-0.0208691711746145	0.0532064135017877	-0.392230368504603	0.694888007421087	0.823719536131414	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
CEP170	CEP170	ENSGALG00000010733	protein_coding	2939.1665992373	-0.157022167004891	0.0564606490804736	-2.78109036226429	0.00541766549742078	0.0201535195488629	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
UBE2S	UBE2S	ENSGALG00000052573	protein_coding	2938.74583599856	0.0851153964962602	0.0491394311745181	1.73212010114594	0.0832521809221212	0.191206160262582	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
STK25	STK25	ENSGALG00000037739	protein_coding	2934.52768614373	-0.151466761808599	0.0554961433964788	-2.72932049938103	0.00634649895898624	0.0231028444899072	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
POFUT1	POFUT1	ENSGALG00000006594	protein_coding	2933.74508985884	0.081948487405751	0.0664025835222996	1.2341159493927	0.217159701113698	0.38741492623095	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
BMS1	BMS1	ENSGALG00000002624	protein_coding	2931.87310117455	0.22267530142495	0.0691703677356119	3.21922968916511	0.001285354825177	0.00575278678806784	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
SOGA1	SOGA1	ENSGALG00000003409	protein_coding	2930.76039684515	-0.0537996342447508	0.0591906180829356	-0.908921649869728	0.363391484864052	0.553828548703574	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
CLIC4	CLIC4	ENSGALG00000001262	protein_coding	2924.97541687702	-0.0596477282548871	0.0560866943219364	-1.06349159949614	0.287559072746759	0.473566451913641	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
CACHD1	CACHD1	ENSGALG00000011024	protein_coding	2923.96672003974	0.0792787772039723	0.0732271575295887	1.08264173946583	0.278967473037898	0.464009764602272	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ELOVL5	ELOVL5	ENSGALG00000016314	protein_coding	2920.44988664189	0.132248076829612	0.052866917059043	2.50152806682323	0.0123658640342038	0.0405573387292422	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
IDH2	IDH2	ENSGALG00000034434	protein_coding	2919.17524215491	0.0156659867621212	0.0464798375628444	0.337049085873839	0.736079897540564	0.852233656909694	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ENSGALG00000048034	ENSGALG00000048034	ENSGALG00000048034	protein_coding	2918.23547182112	0.083778174524786	0.0538023079336763	1.55714834070059	0.119435270123632	0.250479711643398	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
DDX1	DDX1	ENSGALG00000016461	protein_coding	2917.65685975111	0.0621319233484575	0.0500184620881344	1.24217980230937	0.214170230014333	0.383773879981541	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
