gene_id	gene_name	ensembl_gene_id	gene_biotype	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	contrast	source_accession	source_tissue	source_groups
MT-CO1	MT-CO1	ENSGALG00000032142	protein_coding	229855.592385212	0.0466476352196796	0.0900843613172433	0.517821678897229	0.604582691291804	0.761484786891391	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ND5	ND5	ENSGALG00000029500	protein_coding	108336.564268213	0.0508344996632572	0.100948947104666	0.503566417691812	0.614566096436431	0.768276810528329	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ND1	ND1	ENSGALG00000042750	protein_coding	97467.2139283603	-0.0198188550158529	0.0974159514879976	-0.203445685363908	0.838786694613908	0.91449053279431	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ACTB	ACTB	ENSGALG00000009621	protein_coding	93928.8688060435	-0.0179871528346088	0.0381163750034649	-0.471900930583606	0.636997503808009	0.784378865893074	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
TUBB	TUBB	ENSGALG00000041471	protein_coding	85579.3307396517	-0.0669940352604232	0.0497219479781059	-1.34737350374774	0.17785996972903	0.33493858794047	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
EEF1A1	EEF1A1	ENSGALG00000015917	protein_coding	83263.6318849497	0.0311854548338873	0.0567685500095712	0.549343867839312	0.582769487741646	0.744455606596196	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
CYTB	CYTB	ENSGALG00000032079	protein_coding	79111.9554814851	0.0868626749484119	0.101470177725927	0.856041419214123	0.391974869575834	0.581565014371042	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ATP6	ATP6	ENSGALG00000041091	protein_coding	76889.6123266318	0.0354792619574403	0.105404753078693	0.33660020939428	0.736418298332165	0.852412734344959	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ENSGALG00000028749	ENSGALG00000028749	ENSGALG00000028749	protein_coding	72947.5468012717	-0.189908759355967	0.0426722966869121	-4.45039930119847	8.57107761966898e-06	6.21554465522734e-05	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ND4	ND4	ENSGALG00000036229	protein_coding	71490.9336581709	0.0343245963909799	0.0973945603101787	0.352428269932778	0.724517103926214	0.844058137219167	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
COX3	COX3	ENSGALG00000035334	protein_coding	62443.8950875787	0.0858610143308403	0.092227740828929	0.930967337583405	0.351870460024323	0.541374956344165	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
MT-ND2	MT-ND2	ENSGALG00000043768	protein_coding	53723.4154499783	0.043079388843394	0.090239751116101	0.477388161099522	0.633085742944071	0.782398374032654	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
EIF4G2	EIF4G2	ENSGALG00000005587	protein_coding	46483.7303622323	-0.0549590370609937	0.0454133025768121	-1.21019687938432	0.226203355267969	0.399148763263486	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
COII	COII	ENSGALG00000032456	protein_coding	44756.8463120268	0.104981397033701	0.097948299943206	1.07180417725038	0.283807996480591	0.46933856736795	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
EEF2	EEF2	ENSGALG00000033884	protein_coding	42880.733605411	-0.0662012852077064	0.0407715115621876	-1.62371427183247	0.104436803650656	0.226396473885022	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
GAPDH	GAPDH	ENSGALG00000014442	protein_coding	42470.9471339497	0.0952568045785038	0.0568624530085807	1.67521447877265	0.0938921577743403	0.208988474107512	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
VIM	VIM	ENSGALG00000008677	protein_coding	39893.4472353158	0.0108352566636564	0.046835337789072	0.23134789189424	0.817044543307866	0.902684505566099	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
HES5	HES5	ENSGALG00000001141	protein_coding	38402.1506308931	0.338110807226618	0.155136152335782	2.17944561687207	0.0292985804963519	0.0830475353302733	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
YBX1	YBX1	ENSGALG00000004848	protein_coding	36709.099892902	-0.0370968212860818	0.0549994366854122	-0.674494567976569	0.499996938049432	0.677544177754277	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
DTX4	DTX4	ENSGALG00000010835	protein_coding	33774.3745140443	-0.0342566777299089	0.0556070288414863	-0.616049417557647	0.537861904830405	0.708985013503603	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
NOTCH1	NOTCH1	ENSGALG00000002375	protein_coding	32617.8166299416	0.131187433902479	0.0693916115901635	1.89053735597452	0.0586861294060118	0.145838039405173	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
NCL	NCL	ENSGALG00000032930	protein_coding	32489.995857571	0.134266027497442	0.0571129900138877	2.35088422904831	0.0187288600134968	0.0573731575176529	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
PABPC1	PABPC1	ENSGALG00000030280	protein_coding	32433.3341963114	0.0205801951052096	0.0514298007407833	0.400160895215947	0.689038014785683	0.819232923376071	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ENO1	ENO1	ENSGALG00000002377	protein_coding	30962.4097281408	0.0566559127142363	0.0627594933450737	0.902746496099359	0.366660453268885	0.55720513771621	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
HSPA8	HSPA8	ENSGALG00000006512	protein_coding	29806.8449313308	0.326074177377958	0.0637683315829604	5.11341867167634	3.16380004709622e-07	2.96266790890904e-06	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
HNRNPA3	HNRNPA3	ENSGALG00000009250	protein_coding	29534.7734148366	0.0270014889060033	0.0361808655072351	0.746291956465326	0.455491069309212	0.639869771219948	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
TUBA1A	TUBA1A	ENSGALG00000037953	protein_coding	29332.7007251191	-0.621603576465777	0.138517275522434	-4.48755271948085	7.20459873584731e-06	5.30393382261556e-05	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
CKB	CKB	ENSGALG00000011511	protein_coding	28180.4319999118	0.266556274239267	0.0604183235746207	4.41184492499286	1.02493513844868e-05	7.31408129256816e-05	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
HSPA5	HSPA5	ENSGALG00000001000	protein_coding	27832.1716461486	0.0851799217570104	0.330163885003685	0.25799285029633	0.796412425130818	0.890543169805152	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
HNRNPA1	HNRNPA1	ENSGALG00000042011	protein_coding	27110.3170117931	-0.101998675608956	0.0432503443457614	-2.35833210467726	0.0183572617028747	0.0565759620129468	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
HMGN4	HMGN4	ENSGALG00000032207	protein_coding	26133.0577555981	0.101532811659745	0.0450967236506833	2.2514454142215	0.0243573404922245	0.0713231636121083	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
TUBB3	TUBB3	ENSGALG00000000059	protein_coding	24328.7877202291	-1.16642662892292	0.0685139583741797	-17.0246568232511	5.39075848470049e-65	3.48502553149804e-62	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
CELSR2	CELSR2	ENSGALG00000032750	protein_coding	24124.115355167	-0.59165624023125	0.0594836956301137	-9.94652793448367	2.61135433775845e-23	1.21549839908197e-21	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
SMARCA4	SMARCA4	ENSGALG00000047145	protein_coding	24101.7070481393	-0.351358959019623	0.0604245982927995	-5.81483317964387	6.06943831155984e-09	7.3724457709309e-08	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
HNRNPH2	HNRNPH2	ENSGALG00000031120	protein_coding	24019.705656741	0.0520932028397184	0.0385027536673268	1.35297343379168	0.176064117604834	0.332381480942285	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
PKLR	PKLR	ENSGALG00000001992	protein_coding	23986.194486111	0.136180588178894	0.0404432910354525	3.3671984819316	0.000759360137998812	0.00362246400391262	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
RPSAP58	RPSAP58	ENSGALG00000035079	protein_coding	23499.4834968955	0.0764265007586975	0.036036708226492	2.12079583624437	0.0339389872550979	0.0937943354239604	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
RPL4	RPL4	ENSGALG00000007711	protein_coding	23269.2152230551	0.00808572755839033	0.0425846299385305	0.189874317801089	0.849407617778073	0.920152049172486	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
NPM1	NPM1	ENSGALG00000002197	protein_coding	23072.1712069678	0.106450490809505	0.0444176918250166	2.39657862522136	0.0165489425866592	0.052028420902402	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
DDX5	DDX5	ENSGALG00000003532	protein_coding	22738.3856688	-0.173011823212476	0.0478740039482894	-3.61389917165384	0.000301626399210876	0.00159252534731574	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ENSGALG00000043329	ENSGALG00000043329	ENSGALG00000043329	protein_coding	22402.5543234203	-0.0461317017046313	0.0543044858336276	-0.849500754798873	0.39560271037653	0.584942423517351	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
HSP90AA1	HSP90AA1	ENSGALG00000033212	protein_coding	21962.6575865722	0.433150785620218	0.0734261934856921	5.89913170025112	3.65419477826424e-09	4.60201802702759e-08	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
RBM3	RBM3	ENSGALG00000030918	protein_coding	21780.0524026117	0.208586399397363	0.0628820765492053	3.31710418682093	0.000909556916791832	0.00424500427342284	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
CALM1	CALM1	ENSGALG00000026445	protein_coding	21748.9488233715	0.242625139424843	0.066808559710986	3.63164750855938	0.000281617612082662	0.00149684391562206	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
PPIA	PPIA	ENSGALG00000028600	protein_coding	21724.8293944625	0.0595087636760405	0.0439425374832435	1.35424049416201	0.175659663760706	0.331976984727493	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
HNRNPA2B1	HNRNPA2B1	ENSGALG00000011036	protein_coding	21110.9107955987	-0.0415607606340795	0.0484215453034813	-0.85831132347384	0.390720578442657	0.580637974188163	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
SERBP1	SERBP1	ENSGALG00000011229	protein_coding	20962.6132196805	0.0436243633799429	0.0439682379923418	0.992179022219205	0.321110203823026	0.509775225805449	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
SLC25A6	SLC25A6	ENSGALG00000016691	protein_coding	20835.0199101346	0.0213170587953952	0.0349910877566223	0.60921395023968	0.542382634808181	0.712314122346923	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
TOP2A	TOP2A	ENSGALG00000003922	protein_coding	20664.2732822706	0.502916578767292	0.0482993762728825	10.4124859900034	2.17467287727377e-25	1.16082309091173e-23	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
CSDE1	CSDE1	ENSGALG00000002139	protein_coding	20578.6699712743	-0.00447063804196398	0.0439520359126686	-0.101716290249831	0.918981871462765	0.95748991621695	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
HSP90AB1	HSP90AB1	ENSGALG00000010175	protein_coding	20335.7727110288	0.0697654173220707	0.0369056427134711	1.89037264202976	0.0587081396702296	0.145871968390585	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
SRSF1	SRSF1	ENSGALG00000005525	protein_coding	19628.5770624816	0.0479769712560403	0.0452508566336302	1.06024448651839	0.28903338722322	0.475077473892283	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
TMSB4X	TMSB4X	ENSGALG00000026383	protein_coding	18460.5853567599	-0.261023711975017	0.0915711771979443	-2.85050077941858	0.00436504433968808	0.016727079901044	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
FABP7	FABP7	ENSGALG00000038933	protein_coding	18292.4577055166	-0.0319396352831499	0.0972567300050842	-0.328405399620985	0.74260516088289	0.85638035697746	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
HNRNPAB	HNRNPAB	ENSGALG00000014381	protein_coding	18267.5692629256	-0.139862544682208	0.0449506320490365	-3.11147003516286	0.0018615836591913	0.00798643119512671	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
MYH10	MYH10	ENSGALG00000001183	protein_coding	17871.2248424127	0.125179952399437	0.0502836681373878	2.4894753512694	0.0127931789157712	0.0416937245321035	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ENSGALG00000049484	ENSGALG00000049484	ENSGALG00000049484	protein_coding	17804.5212245402	-0.180669807072036	0.0854185809785884	-2.11511131421539	0.0344204611405619	0.0949295543069218	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ATP5B	ATP5B	ENSGALG00000038801	protein_coding	17511.3314998489	-0.00747080634974975	0.0420298950747032	-0.17774982156085	0.858919456266366	0.924303655428239	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
GNB2L1	GNB2L1	ENSGALG00000000122	protein_coding	17437.2352567124	-0.0777943392372963	0.054506709084862	-1.42724337138347	0.15350975702331	0.300934700691099	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
HNRNPU	HNRNPU	ENSGALG00000010671	protein_coding	17387.0806901585	0.119097535989495	0.0430580391895213	2.76597676604092	0.00567525781116086	0.0209876324351298	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
PRRC2C	PRRC2C	ENSGALG00000035841	protein_coding	17367.9397922691	0.00859969464595833	0.0577213653707146	0.148986334448725	0.881564416142669	0.937457420007233	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
MARCKSL1	MARCKSL1	ENSGALG00000032335	protein_coding	17245.1324731607	-0.237998329554408	0.046102297668031	-5.1623962707491	2.43808482189759e-07	2.32170052188884e-06	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
KPNB1	KPNB1	ENSGALG00000036962	protein_coding	17070.9589258295	0.138108355097867	0.0498540752498882	2.77025206877499	0.00560129257499057	0.0207536747816728	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ILF3	ILF3	ENSGALG00000030351	protein_coding	17011.8051111572	-0.152533461861954	0.0475381436129357	-3.20865415157794	0.0013335779959575	0.00594726722520135	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
CTNNB1	CTNNB1	ENSGALG00000037203	protein_coding	16902.6817958118	0.070380918916591	0.0399141486567327	1.76330753091784	0.0778486358403286	0.181785677403737	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
STMN1	STMN1	ENSGALG00000001475	protein_coding	16615.6073471702	-0.251853869986087	0.0714394367971997	-3.52541791029293	0.000422815196434958	0.00215418542141628	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ENSGALG00000013239	ENSGALG00000013239	ENSGALG00000013239	pseudogene	16526.7056568677	0.0397812443422087	0.0697157812382264	0.570620362214286	0.568257012682842	0.732997794589049	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
SET	SET	ENSGALG00000004701	protein_coding	16397.0051656284	0.0880388907781362	0.0418640044955381	2.10297346942812	0.035468088708061	0.0972961635076545	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
RPLP0	RPLP0	ENSGALG00000023294	protein_coding	16077.9777835492	0.040313312912344	0.0519432774364855	0.776102604646728	0.437688405911534	0.623859856910636	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
GPM6B	GPM6B	ENSGALG00000016575	protein_coding	15944.9177156666	-0.00895140218300799	0.0577592110648685	-0.154977916387307	0.876838727112802	0.93498354470273	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ENSGALG00000027002	ENSGALG00000027002	ENSGALG00000027002	protein_coding	15821.3104913596	0.138992905392084	0.167436708136569	0.830122061876155	0.406469774714346	0.595812052203469	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
NONO	NONO	ENSGALG00000005507	protein_coding	15811.1000833783	-0.00417739771834033	0.0524390837351629	-0.0796619128480155	0.936506152287287	0.966289229069847	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
ANKRD11	ANKRD11	ENSGALG00000052842	protein_coding	15745.776602661	-0.313333584997706	0.0466317982698629	-6.71931164190609	1.82585034803025e-11	2.93194276217737e-10	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
HSP90B1	HSP90B1	ENSGALG00000033789	protein_coding	15587.3857538419	0.219995704298676	0.200287761468612	1.09839813818656	0.272030675022212	0.455690540548244	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
IGF2BP3	IGF2BP3	ENSGALG00000010961	protein_coding	15544.0084522097	0.136564555521229	0.0611154671714848	2.23453344695935	0.0254479943491838	0.0738734186239429	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
YWHAQ	YWHAQ	ENSGALG00000016433	protein_coding	15389.3952232203	0.0687710579045704	0.039574797706979	1.73774881715801	0.0822550828370857	0.189414574000176	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
CHD7	CHD7	ENSGALG00000041080	protein_coding	15354.3203336702	-0.34959770514949	0.0558831622780564	-6.25586833132323	3.95310165765003e-10	5.48065047134879e-09	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
RPS2	RPS2	ENSGALG00000005490	protein_coding	15196.0733975063	0.149468765091045	0.0628706370964105	2.37740178872116	0.0174350852003535	0.0542670135827695	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
RPS3A	RPS3A	ENSGALG00000010077	protein_coding	14989.9673547592	-0.0910412298956163	0.0511899224150326	-1.77849907951572	0.0753219229899478	0.17738048647997	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
RPL3	RPL3	ENSGALG00000012172	protein_coding	14948.9631954751	0.0283880907110506	0.0580002152325474	0.489448023550097	0.624524543833538	0.775490923569354	GSE230804_CSPG_positive_vs_negative	GSE230804	HH stage 18 chick embryo hindbrain boundary cells	CSPG-positive cells (n=4) vs CSPG-negative cells (n=6); GEO DESeq2 workbook
